Num,File,Subset,Fruit,Color,Count,DateTime,GPSAltitude,GPSLatitude,GPSLongitude>,GPSImgDirection,GPSDestBearing,ShutterSpeedValue,SubsecTimeDigitized,ExposureTime,BrightnessValue
1139,IMG_4291.png,APPLE_2,APPLE,RED,1-ONE,2019-07-21 09:27:00,336,37;53.7828N,122;15.5214W,393557/3095,393557/3095,194444/28147,638,1/120,172982/26405
1140,IMG_4285.png,APPLE_2,APPLE,RED,1-ONE,2019-07-21 09:26:29,336,37;53.7825N,122;15.5159W,852809/3583,961344/4039,194444/28147,674,1/120,66767/11505
1141,IMG_4293.png,APPLE_2,APPLE,RED,1-ONE,2019-07-21 09:27:08,335,37;53.785N,122;15.5237W,219696/1049,219696/1049,194444/28147,793,1/120,58091/9748
1142,IMG_4279.png,APPLE_2,APPLE,RED,1-ONE,2019-07-21 09:25:58,334,37;53.7847N,122;15.5223W,381181/2301,381181/2301,194444/28147,305,1/120,89971/15094
1143,IMG_4245.png,APPLE_2,APPLE,RED,1-ONE,2019-07-21 09:23:03,335,37;53.7852N,122;15.5205W,446323/1417,446323/1417,194444/28147,345,1/120,101439/15473
1144,IMG_4251.png,APPLE_2,APPLE,RED,1-ONE,2019-07-21 09:23:34,338,37;53.7825N,122;15.5182W,694953/2098,530324/1601,194444/28147,082,1/120,97341/15146
1145,IMG_4255.png,APPLE_2,APPLE,RED,1-ONE,2019-07-21 09:23:55,338,37;53.7825N,122;15.5182W,741586/3771,780917/3971,194444/28147,562,1/120,70333/11964
1146,IMG_4283.png,APPLE_2,APPLE,RED,1-ONE,2019-07-21 09:26:18,335,37;53.7825N,122;15.5159W,98074/639,98074/639,194444/28147,035,1/120,58925/9347
1147,IMG_4297.png,APPLE_2,APPLE,RED,1-ONE,2019-07-21 09:27:28,335,37;53.7853N,122;15.515W,247737/6830,239866/6613,85993/11373,627,1/189,504514/70241
1148,IMG_4281.png,APPLE_2,APPLE,RED,1-ONE,2019-07-21 09:26:11,335,37;53.7845N,122;15.5173W,352815/2857,352815/2857,85865/12327,868,1/125,90163/13435
1149,IMG_4295.png,APPLE_2,APPLE,RED,1-ONE,2019-07-21 09:27:16,335,37;53.7858N,122;15.5228W,576963/2050,576963/2050,194444/28147,972,1/120,52191/8510
1150,IMG_4257.png,APPLE_2,APPLE,RED,1-ONE,2019-07-21 09:24:06,338,37;53.7825N,122;15.5182W,65118/295,65118/295,194444/28147,762,1/120,107263/18032
1151,IMG_4243.png,APPLE_2,APPLE,RED,1-ONE,2019-07-21 09:22:56,335,37;53.7852N,122;15.5205W,1158049/4207,1158049/4207,194444/28147,198,1/120,75691/12160
1152,IMG_4266.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:24:47,335,37;53.7853N,122;15.5164W,324136/1683,324136/1683,194444/28147,190,1/120,48371/8326
1153,IMG_4272.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:25:22,337,37;53.7843N,122;15.5205W,482971/1724,482971/1724,194444/28147,141,1/120,72767/11314
1154,IMG_4312.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:28:25,334,37;53.7852N,122;15.5232W,521281/1492,521281/1492,194444/28147,762,1/120,53803/8163
1155,IMG_4306.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:27:57,335,37;53.7843N,122;15.5209W,30264/1117,30264/1117,194444/28147,074,1/120,32143/5155
1156,IMG_4298.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:27:30,336,37;53.7857N,122;15.515W,141396/3467,141396/3467,194444/28147,246,1/120,93647/14455
1157,IMG_4310.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:28:18,335,37;53.785N,122;15.5228W,904354/3847,962889/4096,194444/28147,563,1/120,65484/10633
1158,IMG_4304.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:27:52,335,37;53.785N,122;15.5205W,88502/1737,88502/1737,194444/28147,476,1/120,73827/11281
1159,IMG_4258.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:24:08,337,37;53.7825N,122;15.5182W,499973/2434,499973/2434,194444/28147,722,1/120,170931/28484
1160,IMG_4264.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:24:38,336,37;53.785N,122;15.5182W,383464/2427,383464/2427,194444/28147,137,1/120,338317/56251
1161,IMG_4270.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:25:11,336,37;53.7852N,122;15.5196W,106957/8151,107495/8192,194444/28147,198,1/120,135393/21034
1162,IMG_4248.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:23:18,336,37;53.7825N,122;15.5182W,333014/3041,448545/4096,194444/28147,778,1/120,49603/7888
1163,IMG_4274.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:25:34,335,37;53.7827N,122;15.5177W,408139/3969,408139/3969,194444/28147,425,1/120,153184/23785
1164,IMG_4260.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:24:24,337,37;53.7838N,122;15.515W,255153/2350,255153/2350,194444/28147,960,1/120,95983/15279
1165,IMG_4300.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:27:36,336,37;53.7857N,122;15.5159W,195919/3299,195919/3299,194444/28147,081,1/120,50448/7915
1166,IMG_4288.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:26:40,335,37;53.7828N,122;15.5154W,619508/1881,619508/1881,194444/28147,863,1/120,121934/18581
1167,IMG_4302.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:27:45,337,37;53.7857N,122;15.5159W,331720/7079,246201/5254,194444/28147,173,1/120,76148/11719
1168,IMG_4276.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:25:41,334,37;53.7833N,122;15.5168W,157387/1060,157387/1060,194444/28147,859,1/120,83621/12908
1169,IMG_4262.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:24:30,335,37;53.7858N,122;15.5168W,574313/4096,574313/4096,194444/28147,110,1/120,47982/7745
1170,IMG_4238.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:22:37,335,37;53.7857N,122;15.5209W,508933/2318,508933/2318,194444/28147,810,1/120,82166/13997
1171,IMG_4228.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:22:03,334,37;53.784N,122;15.5223W,387643/1834,387643/1834,49625/8401,237,1/60,87614/15195
1172,IMG_4230.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:22:09,333,37;53.7835N,122;15.5209W,225258/1597,225258/1597,49625/8401,874,1/60,157682/27047
1173,IMG_4226.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:21:55,334,37;53.7857N,122;15.5246W,638129/2172,638129/2172,49625/8401,891,1/60,57755/10078
1174,IMG_4232.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:22:17,334,37;53.7858N,122;15.5209W,370627/1730,370627/1730,49625/8401,542,1/60,25817/4475
1175,IMG_4236.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:22:29,334,37;53.7872N,122;15.5205W,273831/1024,273831/1024,194444/28147,012,1/120,48136/8089
1176,IMG_4234.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:22:23,334,37;53.7865N,122;15.5214W,397916/1475,397916/1475,194444/28147,975,1/120,327400/53971
1177,IMG_4284.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:26:20,335,37;53.7825N,122;15.5159W,333964/2143,333964/2143,194444/28147,728,1/120,88497/14470
1178,IMG_4290.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:26:48,335,37;53.7852N,122;15.52W,188483/6042,188483/6042,194444/28147,580,1/120,2609979/388826
1179,IMG_4252.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:23:36,338,37;53.7825N,122;15.5182W,554251/1659,684211/2048,194444/28147,830,1/120,93593/15064
1180,IMG_4246.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:23:04,335,37;53.7852N,122;15.5205W,1813951/5562,1813951/5562,194444/28147,917,1/120,84298/13161
1181,IMG_4250.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:23:25,337,37;53.7825N,122;15.5182W,308341/1940,308341/1940,194444/28147,994,1/120,211921/35223
1182,IMG_4244.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:22:57,335,37;53.7852N,122;15.5205W,151573/528,151573/528,194444/28147,679,1/120,157499/24083
1183,IMG_4278.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:25:51,334,37;53.785N,122;15.5205W,139281/851,139281/851,49625/8401,437,1/60,61977/10813
1184,IMG_4286.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:26:31,336,37;53.7827N,122;15.515W,1047140/4169,1047140/4169,194444/28147,239,1/120,32459/5424
1185,IMG_4292.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:27:02,336,37;53.7835N,122;15.5228W,204944/1529,204944/1529,194444/28147,325,1/120,107573/16290
1186,IMG_4296.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:27:18,335,37;53.7858N,122;15.5205W,1144089/3986,1186856/4135,194444/28147,491,1/120,67309/10881
1187,IMG_4282.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:26:13,335,37;53.784N,122;15.5177W,372277/2746,372277/2746,194444/28147,574,1/120,59095/9522
1188,IMG_4308.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:28:07,336,37;53.7843N,122;15.5209W,264332/6687,264332/6687,194444/28147,290,1/120,76070/11243
1189,IMG_4240.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:22:44,335,37;53.7847N,122;15.52W,508141/1930,508141/1930,49625/8401,292,1/60,151780/25537
1190,IMG_4254.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:23:45,337,37;53.7825N,122;15.5182W,906338/2683,906338/2683,194444/28147,638,1/120,73866/11767
1191,IMG_4268.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:24:58,335,37;53.7852N,122;15.5196W,137980/581,137980/581,49625/8401,169,1/60,392099/68373
1192,IMG_4242.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:22:50,335,37;53.7852N,122;15.5191W,467384/2289,467384/2289,49625/8401,344,1/60,57859/10122
1193,IMG_4256.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:23:57,338,37;53.7825N,122;15.5182W,544825/2562,491023/2309,49625/8401,478,1/60,71089/12443
1194,IMG_4294.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:27:10,334,37;53.7853N,122;15.5232W,220567/1020,220567/1020,194444/28147,457,1/120,69493/11766
1195,IMG_4280.png,APPLE_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:25:59,333,37;53.7847N,122;15.5232W,549621/3170,565052/3259,194444/28147,106,1/120,141897/24373
1196,IMG_4139.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:07:53,335,37;53.7827N,122;15.5228W,484501/2234,484501/2234,49625/8401,019,1/60,131509/24970
1197,IMG_4205.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:12:42,335,37;53.7835N,122;15.5168W,56087/1035,56087/1035,194444/28147,330,1/120,89174/13213
1198,IMG_4173.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:10:32,335,37;53.784N,122;15.5132W,402284/2213,402284/2213,194444/28147,632,1/120,229139/39905
1199,IMG_4167.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:10:02,335,37;53.788N,122;15.5141W,217813/2395,217813/2395,194444/28147,919,1/120,8467/1284
1200,IMG_4212.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:13:11,335,37;53.7843N,122;15.5186W,169328/865,169328/865,194444/28147,978,1/120,54577/8492
1201,IMG_4159.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:09:27,333,37;53.7807N,122;15.5173W,932378/4833,932378/4833,194444/28147,860,1/120,53701/8735
1202,IMG_4171.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:10:28,335,37;53.784N,122;15.5141W,2345311/10651,2345311/10651,49625/8401,073,1/60,59803/10802
1203,IMG_4165.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:09:46,333,37;53.7825N,122;15.5113W,1046382/4313,1046382/4313,194444/28147,710,1/120,133377/22664
1204,IMG_4207.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:13:00,335,37;53.7835N,122;15.5168W,252328/1871,252328/1871,194444/28147,981,1/120,42704/6911
1205,IMG_4149.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:08:25,336,37;53.7865N,122;15.5191W,786047/7105,906305/8192,194444/28147,766,1/120,76689/12401
1206,IMG_4175.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:10:44,336,37;53.7815N,122;15.5122W,336398/2157,336398/2157,194444/28147,738,1/120,92181/15341
1207,IMG_4202.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:12:36,335,37;53.7835N,122;15.5168W,265541/2987,265541/2987,18015/2477,676,1/155,90683/12714
1208,IMG_4216.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:13:20,335,37;53.785N,122;15.5191W,958193/4069,958193/4069,194444/28147,082,1/120,722697/116480
1209,IMG_4200.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:12:30,335,37;53.7835N,122;15.5168W,561541/7535,561541/7535,194444/28147,595,1/120,74431/10911
1210,IMG_4214.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:13:16,335,37;53.785N,122;15.5191W,304099/2054,304099/2054,194444/28147,014,1/120,60137/9588
1211,IMG_4162.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:09:39,333,37;53.782N,122;15.5136W,578739/2812,578739/2812,49625/8401,900,1/60,39547/6993
1212,IMG_4189.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:11:51,334,37;53.7828N,122;15.5182W,443917/3156,443917/3156,194444/28147,606,1/120,134555/21984
1213,IMG_4177.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:10:51,338,37;53.7815N,122;15.5122W,386471/4096,386471/4096,194444/28147,689,1/120,78376/13101
1214,IMG_4191.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:11:57,335,37;53.7835N,122;15.5205W,2021387/7749,2136947/8192,167047/23677,224,1/133,75226/10929
1215,IMG_4185.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:11:25,335,37;53.7825N,122;15.5237W,400757/2048,400757/2048,194444/28147,905,1/120,92179/14598
1216,IMG_4147.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:08:14,335,37;53.7858N,122;15.5205W,449990/2161,449990/2161,49625/8401,889,1/60,84717/15190
1217,IMG_4153.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:08:42,336,37;53.7845N,122;15.5214W,417129/1453,417129/1453,194444/28147,395,1/120,84161/13627
1218,IMG_4151.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:08:32,336,37;53.7858N,122;15.5182W,328740/3233,328740/3233,194444/28147,499,1/120,195014/33575
1219,IMG_4179.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:11:09,336,37;53.7792N,122;15.5186W,337421/2041,337421/2041,194444/28147,735,1/120,106472/16791
1220,IMG_4193.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:12:02,334,37;53.7862N,122;15.5205W,704688/2641,804481/3015,194444/28147,996,1/120,22790/3513
1221,IMG_4187.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:11:43,335,37;53.7833N,122;15.5177W,398582/1897,398582/1897,194444/28147,713,1/120,573736/92101
1222,IMG_4144.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:08:08,335,37;53.7835N,122;15.5205W,332147/2048,332147/2048,49625/8401,445,1/60,96884/16951
1223,IMG_4183.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:11:19,335,37;53.7815N,122;15.5214W,775237/3535,566241/2582,194444/28147,000,1/120,48192/7823
1224,IMG_4196.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:12:20,335,37;53.7835N,122;15.5168W,697201/8192,697201/8192,77636/10653,014,1/156,67008/9365
1225,IMG_4155.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:08:49,336,37;53.7835N,122;15.5205W,1564595/4636,1465036/4341,194444/28147,610,1/120,48315/7258
1226,IMG_4169.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:10:10,335,37;53.785N,122;15.5164W,8339/6629,8339/6629,308911/43707,448,1/134,76027/10938
1227,IMG_4209.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:13:07,335,37;53.784N,122;15.5191W,349229/2655,349229/2655,194444/28147,985,1/120,20339/3296
1228,IMG_4157.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:09:19,334,37;53.7803N,122;15.5168W,242473/1861,242473/1861,194444/28147,050,1/120,65128/10685
1229,IMG_4181.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:11:15,336,37;53.7803N,122;15.5223W,894731/5159,737429/4252,194444/28147,615,1/120,96905/15916
1230,IMG_4195.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:12:18,335,37;53.7835N,122;15.5168W,1774681/16521,1745248/16247,60157/8645,296,1/124,90989/13345
1231,IMG_4142.png,BANANA_2,BACKGROUND,GREEN,0-ZERO,2019-07-21 09:08:01,335,37;53.7828N,122;15.5209W,680473/3574,680473/3574,194444/28147,194,1/120,97712/16813
1232,IMG_4172.png,BANANA_2,BANANA,GREEN,1-ONE,2019-07-21 09:10:30,334,37;53.784N,122;15.5132W,568072/2773,568072/2773,194444/28147,797,1/120,67637/11846
1233,IMG_4170.png,BANANA_2,BANANA,GREEN,1-ONE,2019-07-21 09:10:23,334,37;53.7843N,122;15.5182W,440519/2387,440519/2387,194444/28147,238,1/120,46831/7757
1234,IMG_4213.png,BANANA_2,BANANA,GREEN,1-ONE,2019-07-21 09:13:15,335,37;53.785N,122;15.5191W,811433/5608,896946/6199,194444/28147,333,1/120,61793/9401
1235,IMG_4174.png,BANANA_2,BANANA,GREEN,1-ONE,2019-07-21 09:10:42,337,37;53.7832N,122;15.5127W,186453/1253,186453/1253,194444/28147,090,1/120,59425/9529
1236,IMG_4176.png,BANANA_2,BANANA,GREEN,1-ONE,2019-07-21 09:10:49,337,37;53.7815N,122;15.5122W,235715/2718,235715/2718,194444/28147,112,1/120,54090/8659
1237,IMG_4215.png,BANANA_2,BANANA,GREEN,1-ONE,2019-07-21 09:13:19,335,37;53.785N,122;15.5191W,288933/1241,288933/1241,194444/28147,512,1/120,38587/6081
1238,IMG_4184.png,BANANA_2,BANANA,GREEN,1-ONE,2019-07-21 09:11:24,334,37;53.7822N,122;15.5228W,1087897/6168,1087897/6168,194444/28147,202,1/120,115039/18130
1239,IMG_4178.png,BANANA_2,BANANA,GREEN,1-ONE,2019-07-21 09:11:03,337,37;53.7802N,122;15.5145W,323699/2041,323699/2041,194444/28147,931,1/120,77062/12483
1240,IMG_4182.png,BANANA_2,BANANA,GREEN,1-ONE,2019-07-21 09:11:18,335,37;53.781N,122;15.5209W,458497/2168,458497/2168,194444/28147,502,1/120,65406/10609
1241,IMG_4180.png,BANANA_2,BANANA,GREEN,1-ONE,2019-07-21 09:11:13,336,37;53.7803N,122;15.5223W,371013/2114,371013/2114,194444/28147,964,1/120,89599/14287
1242,IMG_4211.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:13:10,335,37;53.784N,122;15.5191W,281512/1445,281512/1445,77993/10606,199,1/164,60701/8985
1243,IMG_4199.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:12:28,335,37;53.7835N,122;15.5168W,302895/4096,302895/4096,54651/7238,331,1/187,163223/22424
1244,IMG_4166.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:10:01,335,37;53.7887N,122;15.5136W,1752587/16397,1749808/16371,207013/25187,341,1/298,107857/14341
1245,IMG_4206.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:12:59,335,37;53.7835N,122;15.5168W,267571/2070,267571/2070,12377/1518,487,1/285,48989/6571
1246,IMG_4164.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:09:45,333,37;53.7822N,122;15.5118W,307424/1349,307424/1349,194444/28147,564,1/120,58313/9175
1247,IMG_4158.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:09:26,333,37;53.7803N,122;15.5168W,638924/3525,638924/3525,299116/41111,169,1/155,7981/1201
1248,IMG_4203.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:12:40,335,37;53.7835N,122;15.5168W,214863/4753,214863/4753,41659/5361,957,1/218,109667/14817
1249,IMG_4161.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:09:38,333,37;53.7817N,122;15.5145W,486508/2275,453789/2122,194444/28147,776,1/120,30789/5111
1250,IMG_4148.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:08:23,336,37;53.7868N,122;15.5186W,506947/4174,506947/4174,194444/28147,788,1/120,136845/21934
1251,IMG_4188.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:11:49,334,37;53.7838N,122;15.5182W,198791/1527,198791/1527,159124/20731,404,1/204,80287/11414
1252,IMG_4201.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:12:35,335,37;53.7835N,122;15.5168W,693710/6917,778957/7767,123365/15519,166,1/247,142642/19057
1253,IMG_4152.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:08:40,336,37;53.7857N,122;15.5219W,649009/2145,649009/2145,194444/28147,437,1/120,115317/17707
1254,IMG_4146.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:08:13,335,37;53.7853N,122;15.5209W,2170597/10620,2170597/10620,194444/28147,745,1/120,53401/8991
1255,IMG_4190.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:11:55,334,37;53.7822N,122;15.5205W,1024023/4009,1024023/4009,82527/10339,422,1/253,44013/6005
1256,IMG_4186.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:11:41,335,37;53.7828N,122;15.5177W,141820/729,141820/729,53881/6882,807,1/227,227633/31719
1257,IMG_4192.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:12:01,334,37;53.7862N,122;15.5205W,196046/701,196046/701,106259/12654,435,1/337,80309/10423
1258,IMG_4150.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:08:30,336,37;53.7868N,122;15.5177W,179446/1975,179446/1975,194444/28147,786,1/120,63216/10261
1259,IMG_4168.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:10:08,335,37;53.7857N,122;15.5159W,574952/1633,574952/1633,83426/10205,624,1/289,49860/6571
1260,IMG_4154.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:08:47,336,37;53.7833N,122;15.5209W,1741525/5364,1830809/5639,194444/28147,888,1/120,91859/13951
1261,IMG_4197.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:12:25,335,37;53.7835N,122;15.5168W,1764679/15378,1880121/16384,51184/6219,149,1/300,84757/11244
1262,IMG_4141.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:07:59,335,37;53.7827N,122;15.5223W,1023150/5053,923933/4563,194444/28147,994,1/120,124745/20303
1263,IMG_4143.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:08:06,335,37;53.7832N,122;15.52W,627409/4096,627409/4096,194444/28147,366,1/120,82457/13715
1264,IMG_4194.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:12:16,335,37;53.7835N,122;15.5168W,412213/4096,412213/4096,82967/10115,575,1/295,85062/11267
1265,IMG_4156.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:09:18,334,37;53.7803N,122;15.5168W,483815/3479,312206/2245,66553/8851,267,1/183,90159/12986
1266,IMG_4208.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:13:06,335,37;53.784N,122;15.5191W,363302/2603,363302/2603,83408/10529,556,1/242,45335/6266
1267,IMG_4137.png,BANANA_2,BANANA,YELLOW,1-ONE,2019-07-21 09:07:51,335,37;53.7822N,122;15.5237W,223765/1094,223765/1094,49625/8401,383,1/60,62237/11048
1268,IMG_3455.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:22:24,332,37;53.7968N,122;15.5566W,168492/2009,168492/2009,194444/28147,778,1/120,7613/1348
1269,IMG_3483.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:26:43,334,37;53.795N,122;15.5553W,133819/468,133819/468,260036/48857,428,1/40,66267/13711
1270,IMG_3442.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:20:35,334,37;53.7963N,122;15.5557W,147979/1826,147979/1826,60489/6922,449,1/427,184475/22846
1271,IMG_3494.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:28:51,335,37;53.7918N,122;15.547W,105997/629,105997/629,194444/28147,623,1/120,47431/8886
1272,IMG_3491.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:28:31,333,37;53.7918N,122;15.5511W,348835/2628,348835/2628,116225/16566,256,1/129,63467/10160
1273,IMG_3452.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:22:09,333,37;53.7933N,122;15.553W,169278/991,169278/991,49625/8401,722,1/60,31021/6221
1274,IMG_3444.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:20:44,335,37;53.7938N,122;15.5548W,670243/3422,670243/3422,49625/8401,119,1/60,22790/4463
1275,IMG_3450.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:21:31,336,37;53.7945N,122;15.558W,471145/4296,508104/4633,194444/28147,222,1/120,44417/7158
1276,IMG_3487.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:27:48,335,37;53.796N,122;15.5525W,250333/1389,250333/1389,49625/8401,106,1/60,52781/9882
1277,IMG_3493.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:28:39,333,37;53.7918N,122;15.547W,135709/1594,135709/1594,260036/48857,300,1/40,22021/4791
1278,IMG_3486.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:27:39,335,37;53.7957N,122;15.5511W,33015/256,33015/256,98942/10653,363,1/625,88764/10273
